Order_ID,Order_Date,Ship_Date,Ship_Mode,Country_Region,City,State_Province,Postal_Code,Customer_Name,Product_Name,Quantity,Discount
868626,2023-07-17,24,First Class,Canada,Notre-Dame-de-l'Île-Perrot,Québec,H9X,Cynthia Arntzen,Boston 1827 Commercial Additional Cutter,10,0.27
732527,2023-10-01,19,Expedited,United States,Fort Worth,Texas,76105,Arthur Wiediger,Black,10,0.56
881571,2023-11-13,9,Second Class,United States,Portland,Oregon,97229,Maris LaWare,Southworth 25% Cotton Granite Paper & Envelopes,95,0.46
955950,2023-11-27,3,Expedited,United States,El Paso,Texas,88574,Carol Triggs,Wirebound Four 2-3/4 x 5 Forms per Page,31,0.71
305382,2023-06-23,20,First Class,Mexico,Independencia,Chiapas,30815,Benjamin Farhat,Bush Heritage Pine Collection 5-Shelf Bookcase,46,0.42
86827,2023-07-31,10,Expedited,Mexico,Independencia,Michoacan De Ocampo,60070,Ken Lonsdale,Xblue XB-1670-86 X16 SmallÂ Office TelephoneÂ - Titanium,25,0.11
68056,2023-08-11,9,First Class,Canada,Cap-Santé,Québec,N0H,Dean Braden,Avery File Folder Labels,96,0.2
928814,2023-11-16,22,Expedited,United States,Annapolis,Maryland,21405,Ross DeVincentis,Deflect-o DuraMat Lighweight,99,0.01
966936,2023-11-27,2,Expedited,Canada,Toronto,Ontario,M7A,Craig Leslie,Hon Deluxe Fabric Upholstered Stacking Chairs,27,0.24
387208,2023-04-04,10,Expedited,United States,Dayton,Ohio,45432,Barry Weirich,1.7 Cubic Foot Compact Cube Office Refrigerators,70,0.04
309381,2023-07-22,19,Second Class,Canada,Adstock,Québec,G0N,Kalyca Meade,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,66,0.73
788743,2023-12-24,21,Standard Class,Canada,Altona,Manitoba,K1W,Steve Carroll,400 Sets per Book,69,0.67
26302,2023-09-27,25,Standard Class,Mexico,Guadalupe Victoria,Chiapas,30414,Justin Ellison,DIXON Ticonderoga Erasable Checking Pencils,80,0.11
783830,2023-06-26,16,First Class,Mexico,Cuauhtemoc,Chihuahua,33102,Carlos Daly,Vtech CS6719,36,0.0
237244,2023-01-17,27,First Class,Mexico,San Pedro,Guanajuato,37861,Benjamin Farhat,9-3/4 Diameter Round Wall Clock,43,0.27
518901,2023-05-07,6,First Class,United States,Lincoln,Nebraska,68505,Luke Foster,8 1/2 x 11,37,0.31
274555,2023-11-09,14,Standard Class,United States,Pittsburgh,Pennsylvania,15274,Troy Blackwell,Xerox 226,40,0.46
187095,2023-11-10,18,First Class,Canada,Fairview,Alberta,L1M,Steven Cartwright,25% Cotton,18,0.55
882851,2023-03-31,14,Expedited,United States,Fullerton,California,92640,Harold Engle,Wood Base,73,0.04
974858,2023-10-20,9,Expedited,United States,Louisville,Kentucky,40266,Christopher Martinez,Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite,91,0.39
274169,2023-09-08,11,Expedited,Mexico,Independencia,Durango,35156,Jack OBriant,Hon 94000 Series Round Tables,59,0.28
534164,2023-11-03,16,First Class,Canada,Sechelt,British Columbia,K1B,Arianne Irving,Acme Design Stainless Steel Bent Scissors,75,0.4
507267,2023-10-11,30,First Class,Mexico,Emiliano Zapata,Oaxaca,70805,Darren Powers,While You Were Out Pads,47,0.14
352814,2023-05-07,3,Expedited,Canada,Greenwood,Nova Scotia,E6J,Sean Christensen,2 Belts per Pack,58,0.62
948938,2023-01-08,21,Second Class,United States,North Little Rock,Arkansas,72199,Justin Hirsh,#2,95,0.27
469002,2023-02-06,12,Expedited,Mexico,Ejidal,Durango,35069,Cathy Hwang,Staple-based wall hangings,85,0.61
432102,2023-10-15,21,First Class,Mexico,Camino Real,Jalisco,45306,Robert Marley,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,53,0.29
345752,2023-12-15,24,First Class,United States,Springfield,Missouri,65898,Susan MacKendrick,Studded,54,0.55
283945,2023-03-01,17,Expedited,United States,Chicago,Illinois,60614,Nick Zandusky,Logitech G600 MMO Gaming Mouse,13,0.09
187014,2023-07-10,7,Standard Class,United States,Staten Island,New York,10310,Ruben Ausman,Belkin F9G930V10-GRY 9 Outlet Surge,53,0.59
352021,2023-12-16,8,Standard Class,Mexico,Niños Heroes,Veracruz Llave,93393,Nicole Brennan,Logitech Wireless Marathon Mouse M705,60,0.11
433021,2023-03-24,25,Expedited,Canada,Two Hills,Alberta,J9H,William Brown,Staples in misc. colors,74,0.38
882174,2023-12-13,11,Standard Class,Mexico,El Salitre,Michoacan De Ocampo,58503,Karen Daniels,Eldon Expressions Wood and Plastic Desk Accessories,26,0.61
531181,2023-10-07,8,First Class,United States,Santa Fe,New Mexico,87505,Julia West,Honeywell Enviracaire Portable HEPA Air Cleaner for 17 x 22 Room,90,0.03
169562,2023-05-15,13,Expedited,Canada,La Broquerie,Manitoba,L2G,Toby Braunhardt,19w x 6d x 43h,83,0.47
966369,2023-12-11,28,Expedited,Mexico,Las Palmas,Guanajuato,36200,Chloris Kastensmidt,Bevis 36 x 72 Conference Tables,63,0.74
869483,2023-05-14,5,Second Class,United States,Alhambra,California,91841,Gene Hale,Standard Line While You Were Out,42,0.59
375664,2023-10-18,22,First Class,Mexico,San Miguel,Puebla,72595,Evan Henry,Plantronics Voyager Pro Legend,51,0.08
380895,2023-03-27,23,Second Class,Mexico,20 de Noviembre,Veracruz Llave,93828,Allen Rosenblatt,AT&T 841000 Phone,95,0.44
304155,2023-07-28,11,Standard Class,Canada,Oliver,British Columbia,E5L,Bobby Trafton,Dana Halogen Swing-Arm Architect Lamp,83,0.44
900979,2023-01-17,15,First Class,Canada,Catalina,Newfoundland and Labrador,B2V,Anthony Jacobs,Okidata B400 Printer,76,0.75
489313,2023-01-04,11,Expedited,United States,Santa Fe,New Mexico,87505,Toby Braunhardt,Eldon Cleatmat Chair Mats for Medium Pile Carpets,73,0.41
423954,2023-05-07,19,First Class,United States,San Jose,California,95160,Maurice Satty,End Table,52,0.02
202817,2023-02-05,30,First Class,United States,Charlotte,North Carolina,28210,Jamie Kunitz,34w x 5-1/4d x 20-1/2h,23,0.09
152225,2023-04-26,29,Second Class,United States,Montgomery,Alabama,36104,Arthur Gainer,Xerox 1955,53,0.19
32447,2023-08-03,21,First Class,Canada,Bonavista,Newfoundland and Labrador,E8M,Debra Catini,Pizazz Global Quick File,78,0.63
103736,2023-04-10,8,Standard Class,Canada,Fort Erie,Ontario,L2A,Jason Fortune-,Executive Impressions 13-1/2 Indoor/Outdoor Wall Clock,85,0.16
313359,2023-04-24,27,Second Class,Canada,Langenburg,Saskatchewan,V7P,Laurel Beltran,Avery 479,73,0.18
274690,2023-03-07,22,Second Class,Mexico,San Sebastian,Chiapas,29950,Tom Stivers,Chisel Tip,18,0.46
83057,2023-03-21,16,Second Class,Mexico,Jose Maria Morelos,Veracruz Llave,94453,Cynthia Arntzen,Zebra Zazzle Fluorescent Highlighters,96,0.7
409750,2023-07-09,21,Standard Class,Canada,Trois-Rivières,Québec,L8J,Maria Bertelson,Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc,77,0.69
268716,2023-08-31,14,Second Class,Canada,Kerrobert,Saskatchewan,T1P,Tamara Manning,Carina 42Hx23 3/4W Media Storage Unit,10,0.29
389851,2023-09-07,9,First Class,Mexico,Santa Cruz,Veracruz Llave,92733,Mary ORourke,Lesro Sheffield Collection Coffee Table,78,0.33
907458,2023-04-18,22,Standard Class,Mexico,Santa Cruz,Mexico,51462,Irene Maddox,Airmail Envelopes,43,0.45
983902,2023-12-06,10,First Class,Mexico,Vicente Guerrero,Oaxaca,71122,Alyssa Tate,Xerox 189,30,0.33
858193,2023-02-16,6,Second Class,United States,Charlotte,North Carolina,28205,Anna HÃ¤berlin,Acco 6 Outlet Guardian Standard Surge Suppressor,79,0.48
495529,2023-01-14,15,First Class,Canada,Unity,Saskatchewan,J8R,Muhammed Yedwab,25% Cotton,53,0.44
466396,2023-06-10,24,Standard Class,Canada,Okotoks,Alberta,T1S,Sanjit Chand,LogitechÂ Gaming G510s - Keyboard,2,0.31
990836,2023-04-29,25,Standard Class,United States,Fort Wayne,Indiana,46852,Neil Knudson,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,81,0.75
79404,2023-01-02,20,Second Class,Canada,Crossfield,Alberta,B0N,Liz Preis,400 Sets per Book,49,0.14
128566,2023-11-14,22,First Class,United States,Minneapolis,Minnesota,55417,Victor Preis,X-Base,51,0.62
381243,2023-01-17,11,Expedited,United States,Washington,District of Columbia,20088,Andrew Gjertsen,Xerox 23,68,0.6
956417,2023-08-25,3,Standard Class,Canada,Oxford,Nova Scotia,K7A,Charlotte Melton,Desert Sand,78,0.49
964036,2023-12-26,14,Standard Class,United States,New York City,New York,10155,Arthur Gainer,Eldon Cleatmat Chair Mats for Medium Pile Carpets,66,0.1
520262,2023-03-30,28,Expedited,Mexico,San Diego,Mexico,56700,Jesus Ocampo,Bevis Steel Folding Chairs,59,0.63
303893,2023-09-26,26,Standard Class,United States,Houston,Texas,77045,Jill Stevenson,Xerox 1976,2,0.25
939465,2023-02-18,3,Standard Class,United States,Vienna,Virginia,22184,Jim Radford,Staple envelope,92,0.17
679174,2023-09-06,25,Expedited,Mexico,San Juan,Chiapas,30540,Ann Steele,Fellowes Neat Ideas Storage Cubes,10,0.44
518702,2023-01-26,10,First Class,United States,San Jose,California,95194,Tom Ashbrook,Polycom VVX 310 VoIP phone,18,0.66
432588,2023-10-22,23,Expedited,United States,Miami,Florida,33147,Yana Sorensen,Pyle PMP37LED,40,0.06
504313,2023-07-12,9,First Class,United States,Reston,Virginia,20195,Janet Molinari,Square Ring Data Binders,56,0.54
105519,2023-04-13,9,Second Class,Mexico,Lindavista,Oaxaca,70633,Marc Harrigan,Office Star - Mesh Screen back chair with Vinyl seat,81,0.6
639110,2023-08-15,16,Standard Class,United States,Corona,California,92883,Alejandro Grove,Newell 340,82,0.01
494270,2023-09-11,11,Standard Class,Canada,Barraute,Québec,P0M,Barry FranzÃ¶sisch,Eberhard Faber 3 1/2 Golf Pencils,58,0.08
497437,2023-12-28,24,Standard Class,United States,Albuquerque,New Mexico,87105,Frank Hawley,GBC Twin Loop Wire Binding Elements,23,0.68
736928,2023-12-14,20,Expedited,Mexico,Guadalupe Victoria,Tamaulipas,87086,Laurel Workman,Dixon Prang Watercolor Pencils,80,0.6
511631,2023-01-16,21,Expedited,United States,Dayton,Ohio,45426,Gene McClure,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,85,0.37
805902,2023-11-25,19,Second Class,Canada,North Battleford,Saskatchewan,S9A,Bart Watters,AT&T TR1909W,21,0.74
124090,2023-11-13,12,Expedited,United States,Pasadena,California,91103,Charles Crestani,Acme Serrated Blade Letter Opener,24,0.47
828993,2023-07-20,18,Expedited,United States,Washington,District of Columbia,20226,Joe Elijah,Putty/Woodgrain,63,0.6
570056,2023-07-11,26,First Class,United States,Birmingham,Alabama,35236,Noel Staavos,LF Elite 3D Dazzle Designer Hard Case Cover,96,0.15
792524,2023-11-24,5,Expedited,United States,Santa Barbara,California,93106,Emily Phan,43w x 30d x 30-37h,24,0.51
227872,2023-10-19,4,Expedited,United States,Salt Lake City,Utah,84105,Victor Preis,Jawbone JAMBOX Wireless Bluetooth Speaker,59,0.16
430839,2023-08-28,21,First Class,Mexico,Buenavista,Chiapas,29027,Dianna Wilson,#10 White Business Envelopes,68,0.07
354364,2023-03-23,14,Standard Class,United States,Schenectady,New York,12305,Sample Company A,Fellowes Super Stor/Drawer,52,0.06
126903,2023-05-15,24,Second Class,United States,Washington,District of Columbia,20220,Maxwell Schwartz,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,26,0.62
712999,2023-11-04,12,Standard Class,Mexico,Independencia,Coahuila De Zaragoza,26830,Dana Kaydos,Riverside Furniture Oval Coffee Table,52,0.47
686360,2023-07-20,17,Second Class,Canada,Gibsons,British Columbia,L6R,Sam Zeldin,Xerox 225,50,0.01
255667,2023-08-24,19,Second Class,Mexico,Guadalupe,Guanajuato,38900,Annie Zypern,Plantronics Voyager Pro Legend,24,0.62
782188,2023-04-21,21,First Class,United States,Amarillo,Texas,79171,Tracy Hopkins,Avery Hi-Liter GlideStik Fluorescent Highlighter,50,0.64
979475,2023-06-25,8,Expedited,United States,Saint Paul,Minnesota,55108,Luke Weiss,Crayola Colored Pencils,22,0.34
951564,2023-03-18,6,First Class,United States,Alexandria,Louisiana,71307,Deborah Brumfield,Xerox 1995,99,0.41
202702,2023-01-30,15,Standard Class,United States,Oklahoma City,Oklahoma,73119,Vivek Gonzalez,GBC Recycled Regency Composition Covers,76,0.68
452179,2023-12-08,2,Standard Class,United States,Canton,Ohio,44710,John Stevenson,Barricks 18 x 48 Non-Folding Utility Table with Bottom Storage Shelf,10,0.5
884439,2023-06-19,3,First Class,United States,Peoria,Illinois,61635,Maria Etezadi,12/Box,99,0.68
348012,2023-08-20,20,Second Class,Canada,Dieppe,New Brunswick,E1A,Peter BÃ¼hler,Xerox 1891,74,0.09
208591,2023-12-05,8,Standard Class,United States,Honolulu,Hawaii,96835,Barry FranzÃ¶sisch,Avery Heavy-Duty EZD  Binder With Locking Rings,7,0.62
216267,2023-11-03,4,Second Class,United States,Austin,Texas,78764,Jeremy Farry,Storex DuraTech Recycled Plastic Frosted Binders,6,0.5
307379,2023-08-23,21,Expedited,Canada,Edson,Alberta,T7E,Ashley Jarboe,Martin Yale Chadless Opener Electric Letter Opener,28,0.16
48934,2023-01-29,20,Expedited,Canada,Sydney Mines,Nova Scotia,B1V,David Smith,Carina Mini System Audio Rack,16,0.1
952182,2023-11-03,25,First Class,Canada,Baie-Saint-Paul,Québec,G3Z,Kelly Lampkin,Self-Adhesive Ring Binder Labels,24,0.28
934024,2023-04-06,9,Expedited,United States,Reno,Nevada,89510,Greg Guthrie,NETGEAR AC1750 Dual Band GigabitÂ Smart WiFi Router,57,0.32
958164,2023-02-01,26,Expedited,United States,Pittsburgh,Pennsylvania,15266,Dave Hallsten,Studded,7,0.01
533636,2023-03-31,1,Second Class,United States,Anaheim,California,92825,Greg Maxwell,Eldon ProFile File N Store Portable File Tub Letter/Legal Size Black,24,0.2
684775,2023-08-04,5,Second Class,Mexico,La Huerta,Mexico,53338,Fred Hopkins,Dot Matrix Printer Tape Reel Labels,13,0.39
613621,2023-10-16,16,First Class,United States,San Antonio,Texas,78205,Tamara Manning,Maxell 4.7GB DVD-R,52,0.39
396438,2023-05-31,24,First Class,United States,Port Washington,New York,11054,Ralph Ritter,Black,87,0.39
510247,2023-12-29,1,Standard Class,United States,Anniston,Alabama,36205,Nicole Fjeld,Geemarc AmpliPOWER60,39,0.47
812726,2023-05-01,29,Standard Class,Mexico,Lazaro Cardenas,Michoacan De Ocampo,61150,Aaron Bergman,Eldon Expressions Desk Accessory,20,0.31
543907,2023-04-06,5,Second Class,United States,Orlando,Florida,32835,Jas OCarroll,Hon 2111 Invitation Series Straight Table,30,0.6
4692,2023-07-25,27,Expedited,United States,Murfreesboro,Tennessee,37131,Robert Dilbeck,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,98,0.52
661876,2023-05-20,20,First Class,United States,Reno,Nevada,89519,Katrina Bavinger,Logitech ClearChat Comfort/USB Headset H390,68,0.34
66749,2023-05-19,29,Second Class,United States,Sacramento,California,95833,Janet Lee,Iceberg Nesting Folding Chair,11,0.21
845167,2023-03-11,10,Second Class,Mexico,Vista Hermosa,Veracruz Llave,93608,Tracy Zic,Acme Value Line Scissors,98,0.52
218773,2023-02-27,3,Second Class,Mexico,Lindavista,Oaxaca,70633,Quincy Jones,Rosewill 107 Normal Keys USB Wired Standard Keyboard,72,0.17
9568,2023-04-28,8,Standard Class,United States,El Paso,Texas,79940,Muhammed Yedwab,5 3/4-Long,33,0.59
69926,2023-07-01,2,First Class,Canada,Québec,Québec,G6W,Nathan Gelder,Chisel Tip,43,0.48
324382,2023-07-20,4,Second Class,Mexico,Alvaro Obregon,Puebla,74060,Jasper Cacioppo,Wire Frame,83,0.56
474153,2023-09-28,2,Standard Class,Mexico,Santa Rosa,Jalisco,48966,Jessica Myrick,unpunched,52,0.33
186786,2023-11-27,19,Second Class,United States,Los Angeles,California,90094,Nathan Gelder,25% Cotton,83,0.31
195378,2023-06-27,16,Standard Class,Canada,Boissevain,Manitoba,G7S,Annie Thurman,Redi-Strip #10 Envelopes,19,0.0
536616,2023-04-25,25,Expedited,Mexico,Tierra Blanca,Guerrero,40678,Susan Vittorini,Hewlett-Packard Deskjet 6540 Color Inkjet Printer,79,0.38
963726,2023-08-16,30,Expedited,Canada,Morris,Manitoba,H8P,Nicole Hansen,Sanford Uni-Blazer View Highlighters,44,0.17
205236,2023-08-02,18,Expedited,Canada,Ingersoll,Ontario,N5C,Neil Knudson,Xblue XB-1670-86 X16 SmallÂ Office TelephoneÂ - Titanium,91,0.05
105,2023-10-13,22,Expedited,United States,Montgomery,Alabama,36195,Bradley Nguyen,Panasonic KX-TG9471B,33,0.34
50815,2023-04-24,20,Standard Class,United States,Hartford,Connecticut,06105,Lisa Ryan,Ebony,82,0.7
218895,2023-04-12,13,First Class,United States,Evansville,Indiana,47719,Claire Gute,White,77,0.29
721608,2023-08-12,30,First Class,Mexico,Lazaro Cardenas,Guerrero,40160,Richard Bierner,Starter Sets and Add-On Units,73,0.33
278040,2023-07-24,12,Standard Class,Canada,Amos,Québec,J9T,Tamara Willingham,Jawbone JAMBOX Wireless Bluetooth Speaker,96,0.66
551501,2023-11-20,9,First Class,United States,Dallas,Texas,75265,Stephanie Phelps,Plantronics Encore H101 Dual EarpiecesÂ Headset,81,0.02
186463,2023-11-11,12,First Class,United States,Springfield,Missouri,65898,Sara Luxemburg,Prang Dustless Chalk Sticks,39,0.08
872664,2023-07-25,5,First Class,United States,Cincinnati,Ohio,45249,Paul Van Hugh,Rubbermaid ClusterMat Chairmats,9,0.47
490285,2023-08-14,26,Second Class,United States,Saint Cloud,Minnesota,56372,Frank Gastineau,Motorola Droid Maxx,55,0.32
593389,2023-08-22,5,Standard Class,United States,Spartanburg,South Carolina,29305,Theresa Swint,Motorola Droid Maxx,62,0.18
862675,2023-02-04,26,Standard Class,Mexico,San Antonio,Puebla,72089,Carl Weiss,Apple iPhone 5,7,0.43
456816,2023-09-15,30,Standard Class,Mexico,Infonavit,San Luis Potosi,79960,Stewart Carmichael,Euro-Pro Shark Turbo Vacuum,22,0.15
141505,2023-08-23,29,Standard Class,Canada,Espanola,Ontario,P5E,Corinna Mitchell,Wilson Jones data.warehouse D-Ring Binders with DublLock,30,0.17
542656,2023-11-20,24,Expedited,United States,Alexandria,Virginia,22309,Catherine Glotzbach,Beveled Mat for Low Pile Carpeting,94,0.43
541302,2023-06-12,11,Second Class,Mexico,Las Flores,Veracruz Llave,95096,Parhena Norris,Black,25,0.08
10732,2023-08-22,11,Expedited,Mexico,La Libertad,Chiapas,29970,Heather Jas,White,51,0.27
875127,2023-06-28,6,First Class,Mexico,San Francisco,Veracruz Llave,95710,Stewart Carmichael,Rush Hierlooms Collection 1 Thick Stackable Bookcases,100,0.46
287011,2023-03-06,29,Standard Class,United States,Fort Wayne,Indiana,46862,Alan Shonely,Avery 49,86,0.44
417851,2023-04-15,30,Expedited,Canada,Renfrew,Ontario,K7V,Tracy Poddar,500 Sheets per Pack,59,0.1
411860,2023-08-06,12,Expedited,United States,Houston,Texas,77260,Charlotte Melton,GBC Twin Loop Wire Binding Elements,74,0.44
435950,2023-04-03,23,Standard Class,United States,Boise,Idaho,83727,Kean Nguyen,GBC Pre-Punched Binding Paper,40,0.31
359387,2023-12-01,3,First Class,United States,Newark,New Jersey,07112,Katherine Hughes,Xerox 1949,61,0.63
997902,2023-01-30,7,Expedited,United States,Santa Rosa,California,95405,Pamela Coakley,Newell 341,1,0.11
775476,2023-08-01,5,Expedited,United States,Miami,Florida,33129,Andy Yotov,Avery 482,65,0.54
40210,2023-05-29,2,First Class,United States,Detroit,Michigan,48258,Don Jones,Acrylic Self-Standing Desk Frames,87,0.35
646324,2023-08-23,23,First Class,Mexico,Las Palmas,Nuevo Leon,67710,Joe Elijah,SAFCO Arco Folding Chair,33,0.63
492909,2023-11-21,20,Expedited,United States,San Jose,California,95123,John Murray,SanDisk Cruzer 16 GB USB Flash Drive,47,0.53
938087,2023-07-15,23,Standard Class,Canada,Timmins,Ontario,P4P,Dorothy Wardle,Advantus Panel Wall Certificate Holder - 8.5x11,10,0.36
586194,2023-07-28,13,Second Class,United States,San Jose,California,95138,Christopher Martinez,File Shuttle II and Handi-File,43,0.64
116333,2023-03-01,28,Expedited,United States,Phoenix,Arizona,85010,Raymond Messe,Square Credit Card Reader,83,0.27
590184,2023-09-18,2,First Class,United States,San Francisco,California,94110,John Dryer,Kingston Digital DataTraveler 32GB USB 2.0,63,0.15
